token_id,frequency
11069,6111352
11070,4410048
11071,452305
11072,8493404
11073,14653375
11074,942252
11075,9467066
11076,512953
11077,2718005
11078,4145709
11079,177516
11080,4526052
11081,4260765
11082,3555385
11083,4270867
11084,3348129
11085,4050509
11086,4705480
11087,3191937
11088,11788237
11089,7755835
11090,2969836
11091,4712433
11092,1096871
11093,1625761
11094,4295343
11095,4558100
11096,5162202
11097,3182000
11098,2338526
11099,5592487
11100,10558771
11101,1082282
11102,3072642
11103,5000700
11104,5244025
11105,2730196
11106,4050016
11107,2839785
11108,1852759
11109,566787
11110,1432159
11111,3267195
11112,1833761
11113,1912273
11114,6328357
11115,7791222
11116,6604200
11117,10725543
11118,6553340
11119,3474562
11120,3650758
11121,8350729
11122,7226929
11123,1979330
11124,2313470
11125,6414280
11126,4959552
11127,150619
11128,5494564
11129,9979271
11130,3090914
11131,3400347
11132,11903912
11133,5359854
11134,5458977
11135,2467697
11136,7067088
11137,1407721
11138,10549516
11139,4053755
11140,3172496
11141,1662395
11142,15086486
11143,151407
11144,5793566
11145,5951895
11146,1316583
11147,4208095
11148,2776911
11149,6790305
11150,86526
11151,6563718
11152,11329545
11153,781193
11154,5488600
11155,4224494
11156,2260405
11157,12212838
11158,3417117
11159,2253909
11160,83818
11161,4189765
11162,6354728
11163,6347987
11164,2542853
11165,3214044
11166,10768951
11167,3337967
11168,2049369
11169,7099665
11170,5981128
11171,3327879
11172,2304069
11173,6748542
11174,1891634
11175,5796887
11176,1805034
11177,3837372
11178,1062930
11179,3944875
11180,2756521
11181,1864735
11182,10113221
11183,8227011
11184,7589680
11185,5584342
11186,6464018
11187,408309
11188,4544648
11189,382958
11190,286360
11191,4583843
11192,2904290
11193,2162732
11194,2159643
11195,393975
11196,7954061
11197,4325424
11198,4452964
11199,569650
11200,6969129
11201,260976
11202,21566512
11203,804620
11204,4178728
11205,7092321
11206,4124587
11207,1733440
11208,594630
11209,2310387
11210,10297505
11211,443098
11212,3621878
11213,3310554
11214,3761183
11215,4920857
11216,6521256
11217,4226243
11218,5059513
11219,6429935
11220,3500651
11221,671545
11222,14658989
11223,3977754
11224,1664155
11225,1512069
11226,5543371
11227,135474
11228,7422326
11229,226334
11230,1001313
11231,166067
11232,2110630
11233,4149927
11234,908835
11235,541746
11236,2880579
11237,3378782
11238,2299931
11239,16766982
11240,9981084
11241,6895005
11242,6119648
11243,7677617
11244,7774309
11245,5482523
11246,2728148
11247,4198988
11248,4106027
11249,1691047
11250,4988719
11251,277478
11252,4650869
11253,3898723
11254,2260703
11255,3233498
11256,2250627
11257,5300967
11258,4504217
11259,4296492
11260,8087677
11262,4437876
11263,10834882
11264,8802395
11265,5552368
11266,2913685
11267,4591866
11268,7355469
11269,12890045
11270,1784176
11271,8758426
11272,2033387
11273,2353825
11274,2096574
11275,2941830
11276,6901984
11277,1572513
11278,7092
11279,4796946
11280,19291941
11281,3209615
11282,4925259
11283,7210508
11284,8635452
11285,4069306
11286,2009985
11287,7906514
11288,7039278
11289,2850460
11290,6386669
11291,6153544
11292,1025709
11293,1614055
11294,6267856
11295,3469387
11296,4315031
11297,2771706
11298,11030316
11299,2945632
11300,5463096
11301,6264807
11302,2113172
11303,3637316
11304,681399
11305,3572054
11306,7463132
11307,3206150
11308,7076199
11309,697458
11310,309480
11311,401344
11312,601851
11313,2471436
11314,7709359
11315,2027965
11316,4515529
11317,6114451
11318,1054332
11319,12821727
11320,6711247
11321,14333025
11322,7011583
11323,10076608
11324,3840732
11325,971411
11326,4353419
11327,3094963
11328,5805320
11329,2125228
11330,6454210
11331,13403665
11332,3597291
11333,5237310
11334,2098658
11335,2226042
11336,6448577
11337,1454729
11338,8242824
11339,4352049
11340,6983746
11341,5194695
11342,7163876
11343,2265537
11344,74274
11345,4308629
11346,16195902
11347,1804458
11348,1467033
11349,13532017
11350,167107
11351,1575769
11352,7177335
11353,85009
11354,17468647
11355,5737122
11356,2683056
11357,58848
11358,6640309
11359,12036631
11360,4727685
11361,8155791
11362,5624050
11363,32567
11364,4143357
11365,4709525
11366,7263482
11367,355589
11368,6067935
11369,12792845
11370,2972758
11371,5621521
11372,8089440
11373,3144638
11374,704708
11375,3561852
11376,9676500
11377,10443631
11378,1142007
11379,3864189
11380,1084101
11381,2083553
11382,2047601
11383,2816932
11384,243992
11385,6722570
11386,8941112
11387,6405159
11388,1035335
11389,2073819
11390,2415137
11391,1235626
11392,4512183
11393,8375514
11394,4571204
11395,2767921
11396,5540688
11397,9180120
11398,719528
11399,7050649
11400,409611
11401,5376413
11402,590285
11403,8343995
11404,2726579
11405,14665108
11406,3124017
11407,4603114
11408,3101156
11409,1522139
11410,6948225
11411,9256884
11412,12214669
11413,933773
11414,3656345
11415,4771081
11416,2015080
11417,9572299
11418,5583422
11419,4652484
11420,8381143
11421,2820999
11422,2918438
11423,394735
11424,8797369
11425,5446291
11426,721186
11427,2322332
11428,439365
11429,1756011
11430,2733115
11431,10397691
11432,4368522
11433,9352595
11434,1637039
11435,13586081
11436,4421264
11437,1148314
11438,6699595
11439,2825343
11440,8527522
11441,4535444
11442,7631382
11443,797347
11444,870419
11445,1643224
11446,4755278
11447,7968065
11448,5078743
11449,2465726
11450,1923411
11451,3723586
11452,4672143
11453,14845443
11454,3599003
11455,3545917
11456,3894572
11457,876377
11458,444501
11459,8194896
11460,4596720
11461,4897498
11462,7075676
11463,2067017
11464,9140591
11465,7102269
11466,406712
11467,6394701
11468,1675356
11469,28058
11470,10116993
11471,1059970
11472,6131933
11473,687507
11474,7840268
11476,7610628
11477,5455920
11478,2980586
11479,5792288
11480,6569749
11481,57970
11482,6186319
11483,1057581
11484,12540894
11485,12788195
11486,53267
11487,3154124
11488,2660975
11489,3924218
11490,555893
11491,7407166
11492,3361226
11493,1656020
11494,1074844
11495,5188696
11496,1784630
11497,7794952
11498,3788535
11499,1500962
11500,1648273
11501,5120313
11502,4588080
11503,603438
11504,1835286
11505,7482611
11506,1492700
11507,3272170
11508,3117913
11509,3413517
11510,1925449
11511,2852887
11512,4693128
11513,3756574
11514,1701169
11515,8447020
11516,5169063
11517,621324
11518,5369899
11519,127296
11520,218661
11521,7808052
11522,2111857
11523,3058232
11524,1422300
11525,10783765
11526,9981099
11527,7584365
11528,12551844
11529,833544
11530,397713
11531,2059455
11532,8867769
11533,2256028
11534,7364529
11535,360360
11536,1146247
11537,3994483
11538,1935630
11539,590946
11540,1746828
11541,1610559
11542,1795599
11543,6479492
11544,472883
11545,5567053
11546,5610281
11547,6333421
11548,3064586
11549,864129
11550,2409297
11551,2256911
11552,130718
11553,7607611
11554,4120044
11555,6927332
11556,4361292
11557,1895048
11558,748796
11559,4526514
11560,852243
11561,4570200
11562,4609303
11563,5019647
11564,6130632
11565,870770
11566,2521229
11567,24358
11568,3341297
11569,1506899
11570,7110768
11571,893815
11572,6401832
11573,8315897
11574,1852421
11575,5958945
11576,8992077
11577,4719884
11578,6458497
11579,6828749
11580,9140042
11581,528101
11582,188780
11583,2669770
11584,4836361
11585,3023974
11586,2006045
11587,326964
11588,877269
11589,4375609
11590,5850936
11591,702927
11592,4770468
11593,3868477
11594,4689238
11595,10787037
11596,7198642
11597,9770558
11598,4215812
11599,965477
11600,13819884
11601,1796979
11602,9070344
11603,14046
11604,3515598
11605,5740448
11606,2689722
11607,806164
11608,7960902
11609,9786306
11610,272850
11611,1696131
11612,8979773
11613,735610
11614,2953134
11615,1336981
11616,2386065
11617,7459087
11618,3627816
11619,870450
11620,821416
11621,318319
11622,804550
11623,4256631
11624,8668668
11625,3320460
11626,7590770
11627,3074250
11628,7345762
11629,7083223
11630,311604
11631,4089267
11632,2650623
11633,1993783
11634,2845011
11635,2364716
11636,9017414
11637,5111987
11638,8178286
11639,908501
11640,3504043
11641,4215995
11642,2089279
11643,6678101
11644,5233721
11645,3568053
11646,7523901
11647,173179
11648,8041842
11649,5222512
11650,8354798
11651,7795485
11652,7325007
11653,2868618
11654,9278750
11655,7557251
11656,2062532
11657,2483199
11658,5282893
11659,7463570
11660,2761014
11662,7419249
11663,648469
11664,1242644
11665,2700215
11666,1069859
11667,4372424
11668,12148322
11669,9637624
11670,2868597
11671,1694712
11672,3715773
11673,1808603
11674,9120255
11675,978703
11676,338652
11677,385119
11678,8680467
11679,3734482
11680,4162164
11681,2742944
11682,1359268
11683,4979166
11684,7768437
11685,5309318
11686,2427499
11687,8027294
11688,4930643
11689,2846589
11690,374626
11691,9973820
11692,8785334
11693,9027710
11694,3771552
11695,5108119
11696,9748757
11697,11790875
11698,99349
11699,3399101
11700,5329224
11701,7894172
11702,830429
11703,1116842
11704,5146603
11705,4806414
11706,8117072
11707,5154532
11708,986578
11709,7836546
11710,933949
11711,1736330
11712,2308681
11713,1118597
11714,5247902
11715,1876662
11716,13292167
11717,7507841
11718,980559
11719,12345859
11720,4225414
11721,632240
11722,2690123
11723,11819310
11724,539432
11725,1581605
11726,6246829
11727,7048251
11728,3006843
11729,3569577
11730,5975354
11731,11976427
11732,1784972
11733,5769819
11734,7548024
11735,1612376
11736,2008869
11737,1758374
11738,1193328
11739,5520143
11740,5078145
11741,4835867
11742,5677438
11743,1561289
11744,7218320
11745,3240458
11746,4579113
11747,2223759
11748,4060332
11749,5596498
11750,1732322
11751,749478
11752,6354679
11753,1810189
11754,1012467
11755,10871149
11756,5121557
11757,7884913
11758,2396452
11759,4902273
11760,4312975
11761,4458547
11762,10485521
11763,5309
11764,1780118
11765,3709073
11766,7570112
11767,211987
11768,73584
11769,1424786
11770,2543128
11771,4637421
11772,7619898
11773,3445232
11774,2713402
11775,2294485
11776,2205621
11777,4318566
11778,9202804
11779,3505592
11780,2271270
11781,2870633
11782,2578889
11783,1472644
11784,14455277
11785,952732
11786,2630324
11787,10477323
11788,687610
11789,8764166
11790,6027552
11791,7554482
11792,5511404
11793,7707544
11794,4319379
11795,5707088
11796,5350324
11797,11861783
11798,1202057
11799,290237
11800,391553
11801,1506650
11802,2985146
11803,10281963
11804,3446335
11805,1658670
11806,3908313
11807,5053864
11808,1965361
11809,11201983
11810,801464
11811,5522231
11812,284567
11813,4778951
11814,8338926
11815,3436617
11816,894613
11817,768558
11818,1520719
11819,8314147
11820,1041008
11821,3189704
11822,4940955
11823,6893889
11824,1056743
11825,6142199
11826,5353940
11827,2218583
11828,1114122
11829,5083314
11830,3793058
11831,3713225
11832,6964410
11833,1971464
11834,4604671
11835,5248060
11836,529990
11837,7221918
11838,1648790
11839,6787691
11840,2726338
11841,11106106
11842,1203543
11843,3432663
11844,1901321
11845,726395
11846,5229316
11847,11656408
11848,6607080
11849,8285405
11850,8077303
11851,592094
11852,6471205
11853,7178662
11854,2819495
11855,8684052
11856,1018634
11857,190256
11858,3356693
11859,8623869
11860,2810771
11861,1113223
11862,1880383
11863,3777226
11864,7256874
11865,5299520
11866,3983943
11867,6636303
11868,852276
11869,8394698
11870,8481853
11871,2014971
11872,1906311
11873,1903463
11874,7014049
11875,3684345
11876,1867571
11877,4995758
11878,2586683
11879,3291098
11880,9363521
11881,9517
11882,522315
11883,7455751
11884,2423644
11885,4640645
11886,853697
11887,668575
11888,5570553
11889,1122367
11890,513454
11891,11262253
11892,2873665
11893,2074695
11894,5425091
11895,2292131
11896,532616
11897,3070278
11898,2151874
11899,316785
11900,3659937
11901,3443689
11902,962746
11903,2792260
11904,3074927
11905,1555192
11906,5903225
11907,13166133
11908,1634951
11909,4219453
11910,274625
11911,5159701
11912,1028772
11913,171143
11914,3124378
11915,1395885
11916,1118843
11917,4450044
11918,4187364
11919,3720613
11920,903333
11921,3845865
11922,6328225
11923,463314
11924,2640825
11925,402152
11926,7850288
11927,3360705
11928,2996867
11929,9355765
11930,4989905
11931,6372346
11932,3075128
11933,2052102
11934,151008
11935,2525139
11936,7619211
11937,849604
11938,4766826
11939,2399871
11940,6164007
11941,7621856
11942,5473924
11943,2848133
11944,310348
11945,4032892
11946,2418338
11947,14909549
11948,7850566
11949,809148
11950,1039416
11951,611410
11952,5991287
11953,4589429
11954,1185457
11955,4138478
11956,4127558
11957,5159072
11958,4157722
11959,5474590
11960,6562113
11961,2419352
11962,4304633
11963,1499992
11964,6686658
11965,1659137
11966,3255367
11967,12663717
11968,3344821
11969,3139119
11970,7422540
11971,505647
11972,3177550
11973,1324825
11974,3436266
11975,1505404
11976,6972104
11977,4854872
11978,4454501
11979,2583439
11980,6205131
11981,8826204
11982,5569004
11983,2410864
11984,1908454
11985,7013121
11986,510409
11987,1361879
11988,4623173
11989,2089862
11990,10068370
11991,2432576
11992,90542
11993,6712923
11994,5042689
11995,1230590
11996,8981415
11997,9036625
11998,3357542
11999,6642266
12000,4450553
12001,2458937
12002,5810978
12003,427543
12004,48874
12005,2156582
12006,816773
12007,1739610
12008,6815264
12009,2927800
12010,2406620
12011,214958
12012,281151
12013,5949054
12014,3575265
12015,3723054
12016,995527
12017,2649203
12018,2169422
12019,204000
12020,2063169
12021,2538334
12022,4938236
12023,6103053
12024,2270094
12025,5442533
12026,3213434
12027,3884656
12028,5548229
12029,3992996
12030,3556317
12031,1097697
12032,2669673
12033,2372980
12034,3500747
12035,1513982
12036,3817036
12037,2555408
12038,6772979
12039,1152171
12040,793959
12041,4736915
12042,5094857
12043,3419962
12044,733117
12045,4876639
12046,7983059
12047,3780224
12048,2514801
12049,562249
12050,452795
12051,1764308
12052,841795
12053,2440611
12054,3976508
12055,265655
12056,3879655
12057,5104036
12058,928535
12059,3297304
12060,8009067
12061,2577825
12062,4245550
12063,2193734
12064,288594
12065,589727
12066,508660
12067,979280
12068,3358931
12069,1815000
12070,3257526
12071,3195768
12072,2438447
12073,4059545
12074,5695493
12075,3011012
12076,376501
12077,7145107
12078,4545633
12079,10188131
12080,3802923
12081,4215718
12082,3585473
12083,5740192
12084,2328772
12085,11791015
12086,2507878
12087,3147461
12088,9265711
12089,12408299
12090,4775233
12091,3756071
12092,5930569
12093,3089965
12094,5567162
12095,9344301
12096,7135345
12097,6466862
12098,7680026
12099,7414337
12100,1274640
12101,5141137
12102,11660857
12103,8172878
12104,680182
12105,5286701
12106,6020463
12107,4474453
12108,4454880
12109,1515188
12110,2813282
12111,1342118
12112,8715935
12113,4188274
12114,1851465
12115,1882572
12116,738425
12117,2203263
12118,6680690
12119,5729553
12120,4489230
12121,6401845
12122,2441306
12123,8111753
12124,4821193
12125,3584157
12126,7243323
12127,7559998
12128,8308785
12129,2946526
12130,2066413
12131,1917718
12132,2373544
12133,2403439
12134,12199087
12135,2952284
12136,474204
12137,4996964
12138,2107691
12139,183041
12140,3543882
12141,10237507
12142,15239079
12143,5588454
12144,5698369
12145,7359693
12146,3904380
12147,3177352
12148,617166
12149,7275617
12150,9210925
12151,5266984
12152,4173366
12153,10255921
12154,10715450
12155,2702051
12156,6473911
12157,3655397
12158,426240
12160,3995008
12161,3367037
12162,1819294
12163,5093733
12164,4737063
12165,8342342
12166,5556339
12167,5381387
12168,4133104
12169,10682467
12170,2727820
12171,6039204
12172,2085722
12173,10575876
12174,4013711
12175,4292125
12176,7341951
12177,3943114
12178,1101893
12179,30254
12180,661786
12181,178861
12182,490642
12183,1075880
12184,1928063
12185,5722948
12186,1392379
12187,900203
12188,3640982
12189,1445902
12190,8581452
12191,390073
12192,18965629
12193,89763
12194,4040268
12195,5223064
12196,3540891
12197,1991771
12198,1176597
12199,555788
12200,3570132
12201,3323934
12202,2573417
12203,9375750
12204,2213346
12205,3908119
12206,3872082
12207,5678037
12208,5217863
12209,8443203
12210,3327036
12211,2388276
12212,5989352
12213,1004309
12214,3837471
12215,10058097
12216,5527801
12217,5773809
12218,68530
12219,2723773
12220,6334065
12221,4480416
12222,8960748
12223,854604
12224,2049713
12225,10795253
12226,5696262
12227,426656
12228,92630
12229,1206661
12230,173310
12231,1754804
12232,10985106
12233,3728156
12234,9922340
12235,2043673
12236,5653365
12237,6861453
12238,12928818
12239,4035227
12240,6628029
12241,927296
12242,3295115
12243,2936186
12244,12590861
12245,4359323
12246,6619767
12247,9409430
12248,3448531
12249,825430
12250,4449572
12251,740563
12252,7410373
12254,440381
12255,6766004
12256,9809765
12257,4173308
12258,4517904
12259,9539639
12260,481661
12261,3026356
12262,4350770
12263,1012508
12264,6047146
12265,8273696
12266,4430598
12267,5716978
12268,1731783
12269,4763430
12270,5324547
12271,930325
12272,256058
12273,5712024
12274,7024087
12275,2778725
12276,3189167
12277,1399122
12278,3865712
12279,12879
12280,3525361
12281,298878
12282,9582900
12283,176587
12284,6122647
12285,3078250
12286,7677391
12287,2706040
12288,7474744
12289,817537
12290,3680217
12291,2888746
12292,2695291
12293,4360304
12294,4515669
12295,2717012
12296,4339978
12297,4259065
12298,47902
12299,922679
12300,5313565
12301,181517
12302,14578103
12303,2082680
12304,4998305
12305,4839169
12306,5400414
12307,939493
12308,3447282
12309,1296928
12310,1671984
12311,6027777
12312,4172021
12313,13080
12314,7067381
12315,8497457
12316,5325877
12317,9951165
12318,10074896
12319,6000813
12320,4601915
12321,3836981
12322,2610464
12323,7038894
12324,5018825
12325,6938564
12326,6126654
12327,305880
12328,95405
12329,2387024
12330,5159556
12331,6662131
12332,4586616
12333,3899445
12334,6233198
12335,3961964
12336,2036736
12337,6602996
12338,5051555
12339,5833240
12340,2961683
12341,980670
12342,9107480
12343,672363
12344,2771502
12345,6647155
12346,781578
12347,1993124
12348,142323
12349,7010615
12350,42352
12351,4674352
12352,3994713
12353,8096242
12354,3877866
12355,3958473
12356,5066459
12357,795815
12358,8278115
12359,1523706
12360,4713661
12361,6098524
12362,2116769
12363,3180209
12364,8837135
12365,9052953
12366,898069
12367,865076
12368,2234333
12369,10046158
12371,9109118
12372,4167991
12373,1955215
12374,29252
12376,735416
12377,6157343
12378,2666659
12379,2390090
12380,2234050
12381,1764714
12382,1536265
12383,1111004
12384,3068330
12385,494794
12386,375078
12387,1652091
12388,255300
12389,1807429
12390,6889673
12391,1605312
12392,8295338
12393,1941542
12394,4720939
12395,2582920
12396,8201754
12397,2302134
12398,11569432
12399,3328103
12400,2870310
12401,6239808
12402,858791
12403,461163
12404,1221919
12405,10585004
12406,2021083
12407,1096168
12408,3407559
12409,354741
12410,228601
12411,1341636
12412,4819292
12413,2217472
12414,7094215
12415,5561703
12416,960006
12417,8325348
12418,3042264
12419,5556610
12420,3565757
12421,3609893
12422,5402903
12423,5313661
12424,4226916
12425,4269623
12426,4673467
12427,3755462
12428,4073414
12429,7643833
12430,1616091
12431,9900014
12432,2327057
12433,3373483
12434,2335292
12435,9448264
12436,2511365
12437,1990983
12438,2969544
12439,5708576
12440,14699406
12441,5311965
12442,2673172
12443,872193
12444,1820658
12445,6454515
12446,2329975
12447,6796938
12448,906917
12449,1342110
12450,4485444
12451,6533219
12452,1642458
12453,6539185
12454,5753658
12455,3630979
12456,3572755
12457,2139722
12458,900639
12459,3404483
12460,495506
12461,5823355
12462,641004
12463,2231301
12464,707219
12465,670560
12466,960254
12467,4308879
12468,1306030
12469,5751444
12470,8343018
12471,6127232
12472,1685996
12473,6257764
12474,5575302
12475,3714071
12476,1439320
12477,3296223
12478,12569846
12479,3028815
12480,4689509
12481,3538309
12482,10636278
12483,2602134
12484,6717233
12485,3820802
12486,5850789
12487,1513231
12488,5271672
12489,44681
12490,3108694
12491,3992731
12492,74195
12493,2778329
12494,4707488
12495,699769
12496,2754679
12497,2372045
12498,1083328
12499,904469
12500,1895714
12501,3215345
12502,1931769
12503,1657804
12504,9419785
12505,1142552
12506,5165338
12507,823008
12508,108028
12509,1563907
12510,6247456
12511,8076155
12512,1781913
12513,390145
12514,281920
12515,980961
12516,7717992
12517,6916101
12518,4984750
12519,3430747
12520,507369
12521,5487249
12522,1078349
12523,667836
12524,9295624
12525,392273
12526,8199021
12527,2391606
12528,2091261
12529,2426239
12530,1662397
12531,995507
12532,5148762
12533,66193
12534,1907488
12535,4414040
12536,4687419
12537,1877522
12538,7105929
12539,4163363
12540,5979974
12541,2139738
12542,1681510
12543,5223909
12544,8028789
12545,2915894
12546,869637
12547,4658419
12548,3155879
12549,1978239
12550,4816709
12551,4281168
12552,2098167
12553,7662206
12554,662843
12555,236325
12556,4476123
12557,4139188
12558,2726364
12559,2056519
12560,1816862
12561,10618494
12562,1338979
12563,4478492
12564,4844708
12565,2523634
12566,4263677
12567,3806832
12568,8238700
12569,715367
12570,2131552
12571,5400176
12572,2584969
12573,2571491
12574,3920908
12575,5056559
12576,4744669
12577,1038612
12578,2807727
12579,5271649
12580,2027316
12581,1083705
12582,717154
12583,3382386
12584,2986408
12585,969192
12586,2444842
12587,1217265
12588,4558715
12589,1065514
12590,6043912
12591,2947243
12592,260796
12593,198015
12594,8462447
12595,8390590
12596,483186
12597,1052290
12598,814993
12599,5050253
12600,5581079
12601,364667
12602,5935286
12603,935047
12604,6516673
12605,4762390
12606,2314702
12607,6401301
12608,553174
12609,8153336
12610,2634476
12611,3441881
12612,3075637
12613,1328178
12614,3099443
12615,6613016
12616,6128866
12617,3405837
12618,4264502
12619,635121
12620,7013425
12621,8019122
12622,229261
12623,5752817
12624,1761195
12625,536598
12626,2751077
12627,165646
12628,533812
12629,1263656
12630,2315292
12631,348874
12632,1581862
12633,12766973
12634,1689199
12635,11624
12636,4846520
12637,1941703
12638,2615347
12639,5106806
12640,4508054
12641,3826383
12642,2843860
12643,1575828
12644,354070
12645,9646745
12646,5952130
12647,2535747
12648,3021842
12649,3602417
12650,1643447
12651,9797643
12652,1455410
12653,639755
12654,5621256
12655,2558934
12656,10976568
12657,4025822
12658,3510256
12659,4412094
12660,4143315
12661,4043262
12662,3435322
12663,300258
12664,8372174
12665,4234907
12666,8215951
12667,2013957
12668,5323261
12669,8739122
12670,2794901
12671,4188326
12672,5125887
12673,7001434
12674,4392275
12675,897822
12676,1771690
12677,2114205
12678,1585679
12679,1173885
12680,7041898
12681,8651234
12682,10352502
12683,2361560
12684,1539683
12685,5754290
12686,912184
12687,526986
12688,5459331
12689,3350833
12690,1836933
12691,4344315
12692,10885010
12693,4293560
12694,5419891
12695,2792901
12696,14083936
12697,2430468
12698,2169031
12699,7096130
12700,5289642
12701,15605272
12702,6928364
12704,773989
12705,1878574
12706,1285252
12707,846584
12708,1778545
12709,3817076
12710,7673540
12711,562770
12712,7089946
12713,819360
12714,5661486
12715,2623991
12716,5042048
12717,2041179
12718,6132216
12719,4915235
12720,5387946
12721,1138196
12722,3640113
12723,1777244
12724,6924600
12725,3651324
12726,3518875
12727,5099047
12728,3401099
12729,3951680
12730,2169442
12731,1482012
12732,6397841
12733,300589
12734,7398303
12735,541107
12736,317417
12737,1400833
12738,2789984
12739,5296112
12740,673194
12741,1367135
12742,1408898
12743,6052388
12744,3553825
12745,1775824
12746,5190375
12747,161862
12748,5900499
12749,947137
12750,812821
12751,5373821
12752,2915123
12753,3801285
12754,43702
12755,3131005
12756,1932014
12757,8719137
12758,7031554
12759,8854542
12760,6818622
12761,6128356
12762,106833
12763,220576
12764,10714161
12765,69774
12766,1017344
12767,5083951
12768,3734536
12769,2043487
12770,3461213
12771,2652220
12772,8235037
12773,4783955
12774,1314859
12775,1092223
12776,1945411
12777,3190400
12778,3485564
12779,1510118
12780,4515541
12781,2115320
12782,163676
12783,8176595
12784,4015518
12785,5983515
12786,5701015
12787,3450999
12788,2758927
12789,1390694
12790,2062121
12791,2276742
12792,2756506
12793,2769546
12794,2723466
12795,1010842
12796,1625809
12797,4074639
12798,5097902
12799,1783978
12800,3529084
12801,2462081
12802,342874
12803,5711119
12804,3592282
12805,5095228
12806,7033917
12807,2287903
12808,2806143
12809,907000
12810,2089979
12811,1207086
12812,7364558
12813,1105652
12814,2684939
12815,288446
12816,10995840
12817,436444
12818,962323
12819,9519133
12820,4078421
12821,7003691
12822,4983875
12823,7190206
12824,4250366
12825,5217490
12827,4499929
12828,7211422
12829,4350338
12830,9170531
12831,3554362
12832,11265317
12833,1691666
12834,2842641
12835,1024965
12836,1112615
12837,678381
12838,4761021
12839,2970255
12840,6911368
12841,4974896
12842,2720986
12843,5429664
12844,3424846
12845,5200888
12846,1429995
12847,3752893
12848,5026100
12850,2681975
12851,6887035
12852,2113030
12853,1615443
12854,707958
12855,1412586
12856,1922408
12857,366877
12858,1267086
12859,861766
12860,7212036
12861,7794787
12862,623028
12863,5677279
12864,6116343
12865,2767757
12866,3441023
12867,2087272
12868,6730248
12869,1232349
12870,507875
12871,2644798
12872,1807964
12873,5819043
12874,4411342
12875,2880068
12876,2143563
12877,3389718
12878,4870119
12879,3319096
12880,1103345
12881,5068220
12882,4980320
12883,466493
12884,190122
12885,1404556
12886,801337
12887,1299974
12888,6901218
12889,4231084
12890,25696
12891,5612787
12892,2812591
12893,4428748
12894,1906207
12895,4768545
12896,2139893
12897,688712
12898,3308071
12899,5291837
12900,849562
12901,850704
12902,2391399
12903,176672
12904,4147320
12905,3251683
12906,4825929
12907,4994393
12908,736310
12909,4886205
12910,2233269
12911,4637304
12912,8050761
12913,6351454
12914,2071624
12915,3634665
12916,5502578
12917,2868400
12918,3028743
12919,3151905
12920,10293139
12921,7342351
12922,7739890
12923,2202558
12924,28397
12925,10600112
12926,3432507
12927,7395237
12928,6780141
12929,1000641
12930,4261841
12931,832470
12932,5852467
12933,4264675
12934,1586495
12935,2670070
12936,9391488
12937,1356639
12938,3488529
12939,10836682
12940,3885356
12941,6764152
12942,13824024
12943,3039909
12944,1913749
12946,12564016
12947,5888614
12948,3279000
12949,7803690
12950,181301
12951,2969570
12952,3698970
12953,2657011
12954,6426980
12955,4199611
12956,4046636
12957,5457044
12958,13454440
12959,8896826
12960,9488482
12961,484899
12962,3708262
12963,5438880
12964,3999582
12965,3779614
12966,1910800
12967,7194407
12968,5001033
12969,3999202
12970,3527905
12971,2072232
12972,8183856
12973,4582250
12974,5487390
12975,2379729
12976,6929555
12977,898311
12978,5684734
12979,647790
12980,1284214
12981,5664247
12982,3495488
12983,475273
12984,475648
12985,3970888
12986,526045
12987,3793555
12988,1355761
12989,12659423
12990,1029412
12991,871928
12992,4471201
12993,415582
12994,8751431
12995,2604770
12996,2768112
12997,3152456
12998,5028101
12999,654140
13000,913936
13001,6944839
13002,2996735
13003,2739342
13004,2326704
13005,1531397
13006,857284
13007,1556731
13008,6068872
13009,4817250
13010,3063804
13011,2691981
13012,1066648
13013,4155811
13014,1337157
13015,2996788
13016,9198196
13017,8569143
13018,2144236
13019,4878644
13020,1325564
13021,1625048
13022,602018
13023,203845
13024,6368056
13025,1380438
13026,310672
13027,1901943
13028,1416329
13029,1137522
13030,3783467
13031,4072793
13032,6900192
13033,278169
13034,1332558
13035,7099832
13036,3437594
13037,5805739
13038,285370
13039,1302117
13040,666659
13041,4982326
13042,637428
13043,969810
13044,5691714
13045,1957052
13046,3317048
13047,1792612
13048,8844862
13049,262241
13050,110412
13051,4584666
13052,10686227
13053,837919
13054,5112386
13055,876002
13056,11246463
13057,4799515
13058,95855
13059,4471630
13060,5526569
13061,737412
13062,1709109
13063,4185036
13064,835265
13065,1739308
13066,2326487
13067,3406283
13068,2843704
13069,383070
13070,4831742
13071,5120972
13072,4211833
13073,2376289
13074,4995573
13076,116996
13077,2649302
13078,3946989
13079,8262109
13080,2316291
13081,1309415
13082,4563740
13083,3272213
13084,2732566
13085,483918
13086,5178438
13087,601900
13088,5498373
13089,4788854
13090,424130
13091,2696783
13092,824975
13093,183653
13094,335621
13096,259418
13097,3670428
13098,5807302
13099,2172017
13100,3723765
13101,1068544
13102,7942977
13103,14249746
13104,6871296
13105,3198557
13106,3307751
13107,2784485
13108,3683172
13109,262136
13110,485135
13111,799863
13112,2234912
13114,6788710
13115,7135798
13116,2823857
13117,2963473
13118,2080964
13119,7470610
13120,9201802
13121,6142575
13122,7707520
13123,1493011
13124,385177
13125,4439420
13126,6124840
13127,1822706
13128,222103
13129,367486
